,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
"Dipeptide, Peptide, cyclo(pro-val)",0.0,0.0,0.0,0.0,0.015383815997960138,0.0,0.0,0.0,0.015583573778830684,0.006558484839203472,0.0037525874615994296,0.006178221129062012,7
"Sphingolipid Metabolism, Lipid, behenoyl sphingomyelin (d18:1/22:0)*",0.022166146758553572,0.02203849552900462,0.002915813948205635,0.0,0.02784947502822376,0.0,0.0,0.0,0.007132679547028906,0.03147258557030652,0.011357519638132302,0.012298759345263907,4
"Sphingolipid Metabolism, Lipid, lignoceroyl sphingomyelin (d18:1/24:0)",0.0,0.0010442187115883787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010442187115883787,0.0003132656134765137,9
"Phospholipid Metabolism, Lipid, 1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*",0.0,0.0,0.0,0.0,0.0,0.0,0.014695709199911885,0.003663669112202877,0.004680434223982984,0.0,0.0023039812536097743,0.004452072647736813,7
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",0.0036143811944725607,0.0,0.015730150931671433,0.0011380783263229754,0.0,0.019353136864163758,0.015534200195560828,0.025232392224554017,0.0,0.0,0.008060233973674556,0.009298665519835315,4
"Sphingolipid Metabolism, Lipid, myristoyl dihydrosphingomyelin (d18:0/14:0)*",0.010327721056863016,0.0,0.0,0.01159475665458796,0.03997645485062479,0.009139074896793789,0.0,0.015439142512258612,0.042178041310953075,0.0,0.012865519128208125,0.015115813912787284,4
"Phospholipid Metabolism, Lipid, 1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*",0.0015045593088648635,0.01101537678637497,0.0,0.006166473066087354,0.0,0.0,0.000793337658364521,0.0,0.0,0.0,0.001947974681969171,0.0035257757381707026,6
"Phospholipid Metabolism, Lipid, 1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010922192046038568,0.0,0.0010922192046038568,0.0032766576138115702,9
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*",0.003837978398309614,0.02009751789103397,0.0,0.007589152656298818,0.00563541959725922,0.0,0.001135240322390348,0.0,0.0,0.025679781549432717,0.006397509041472469,0.008714655628899219,4
"Phospholipid Metabolism, Lipid, 1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*",-0.0,-0.0,-0.0,-0.0,-0.010143025325805442,-0.011712925630600148,-0.0,-0.007329715182227769,-0.0,-0.0,-0.0029185666138633356,0.004567471986174668,7
"Fatty Acid, Dicarboxylate, Lipid, 3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004980561548454413,0.0004980561548454412,0.0014941684645363236,9
"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated), Lipid, undecenoylcarnitine (C11:1)",0.0,0.0,0.0,0.004518745127637546,0.0,0.0,0.0,0.0,0.0,0.00032680820102561027,0.00048455533286631563,0.0013482552585736053,8
"Fatty Acid, Dicarboxylate, Lipid, decadienedioic acid (C10:2-DC)**",-0.0,-0.0,-0.0,-0.012983330345354501,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00129833303453545,0.003894999103606351,9
CVD2_Q76LX8,-0.0,-0.0,-0.017510514005319944,-0.028078368754230858,-0.0,-0.0,-0.0,-0.0,-0.0,-0.020111404947413588,-0.006570028770696438,0.010333579830388575,7
CVD2_Q9UIB8,-0.018850260419122696,-0.000365153882053245,-0.005791413755768929,-0.005736375338576464,-0.04188210780193618,-0.0364272590682491,-0.0072119397858399145,-0.012705564227447909,-0.048310118575779944,-0.025020858151552722,-0.02023010510063271,0.016074050830864536,0
CVD3_O00175,-0.019118418615818263,-0.0,-0.04538658599553369,-0.0,-0.01965843638172113,-0.027862862771460013,-0.012899776750170993,-0.008012192988068071,-0.028263866254478753,-0.042635063581652026,-0.02038372033389029,0.01510126840347319,2
CVD3_P01130,0.0,0.0023717934612286907,0.0,0.0,0.0,0.0,0.0,0.0,0.008798309308421001,0.0,0.0011170102769649693,0.0026562855893318632,8
CVD3_P02786,-0.1037006551041192,-0.08559703642653117,-0.033279716294960335,-0.047166346099282816,-0.10938508150730648,-0.09314328676305907,-0.11584247953635633,-0.08814704099318053,-0.10173179644445539,-0.0904371987391506,-0.0868430637908402,0.025207338414101214,0
INF_O14625,-0.036767003757144597,-0.04813111157896334,-0.049068401800181606,-0.01975296129614785,-0.017987541625168416,-0.037981389263884564,-0.04713456480667712,-0.05085388088067506,-0.03795845222099157,-0.05242723533333481,-0.0398062542563169,0.011765654708060288,0
INF_P13232,-0.0,-0.0,-0.0,-0.01265625895488039,-0.0,-0.0070133864337491815,-0.0,-0.0,-0.00015490727176241205,-0.0,-0.001982455266039198,0.004124211287585379,7
INF_P55773,-0.0,-0.0,-0.0008766492064410902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.766492064410902e-05,0.0002629947619323271,9
INF_P78423,-0.0064097323510471154,-0.0,-0.007628732907893349,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0014038465258940465,0.0028208931902747943,8
INF_P80162,-0.0,-0.0070416191439519145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007041619143951914,0.002112485743185574,9
INF_Q14790,-0.0,-0.0,-0.0,-0.003263864394885044,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0003263864394885044,0.0009791593184655131,9
INF_Q99748,-0.0055543549294605876,-0.007475586493205712,-0.0,-0.0,-0.0,-0.016448187713853438,-0.0,-0.011961378674757208,-0.005027533702638754,-0.0,-0.00464670415139157,0.005565161375885613,5
INF_Q9NYY1,0.01033161900601333,0.02242981468986809,0.038598308728731975,0.045667534405383126,0.026725009332360054,0.02783577852951509,0.03635470118137371,0.0028126473734027537,0.018453513939147608,0.022053329535942835,0.025126225672173857,0.01231841467932763,0
diversity_shannon,-0.007438887083918129,-0.08572808883643168,-0.019979743202782466,-0.013215090429999236,-0.0,-0.01690284383105689,-0.01375707463528474,-0.0949880871499459,-0.01552097020345919,-0.0,-0.02675307853728782,0.032495844882775356,2
observed_otus_50000,0.15062582925663384,0.24044235116263388,0.1800605389113411,0.2107655130256473,0.17791981487039024,0.11615137656140945,0.19717062395709478,0.25978701870525184,0.1475969924366662,0.14992023039756042,0.1830440289284629,0.042504704517329975,0
bacteria.bacteroidetes.flavobacteriia.flavobacteriales.flavobacteriaceae.flavobacterium,0.048125636713575136,0.045008629227574676,0.04867222914553132,0.05338037493114593,0.05119937752636133,0.05337301376639915,0.054545718994248364,0.04088851454172483,-0.0,0.05227896484622487,0.04474724596927856,0.015451196777215124,1
bacteria.firmicutes.clostridia.clostridiales.clostridiaceae.clostridium,0.04701598171912383,0.02728243195668239,0.03513657398795651,0.041339028034003814,0.03022136199994568,0.04640516167756714,0.0,0.03328080878473536,0.04113099580381921,0.020499022302446823,0.032231136626628076,0.013402301050329598,1
bacteria.firmicutes.clostridia.clostridiales.tissierellaceae.ph2,-0.004537262237258061,-0.008658827129201201,-0.0,-0.0,-0.0,-0.0,-0.00045758728993228794,-0.0011975666912466204,-0.00019498750016436463,-0.0,-0.0015046230847802536,0.002731386128390008,5
bacteria.firmicutes.clostridia.clostridiales.lachnospiraceae.ruminococcus,0.02949145149597958,0.019475979446301066,0.04265895663542684,0.0,0.028695157622705993,0.02404933289482583,0.03906948657749185,0.0,0.0,0.013711777943289632,0.01971521426160208,0.015159714554106548,3
bacteria.cyanobacteria.4c0d-2.ys2.unclassified.unclassified,-0.008417093963325739,-0.0,-0.0,-0.007637389320984355,-0.0,-0.01919084070815832,-0.01291043049046108,-0.010012944765768191,-0.015955547010846796,-0.0,-0.007412424625954449,0.006852320219500702,4
bacteria.cyanobacteria.chloroplast.streptophyta.unclassified.unclassified,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0011757695565087804,-0.0,-0.0,-0.0,-0.0,-0.00011757695565087804,0.00035273086695263413,9
bacteria.actinobacteria.coriobacteriia.coriobacteriales.coriobacteriaceae.collinsella,-0.01267828819486454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009535217970649707,-0.021918230036531646,-0.0,-0.00441317362020459,0.007330123922645946,7
bacteria.tm7.tm7-3.ew055.unclassified.unclassified,0.003339564398235318,0.0016246771664513379,0.0028818332512884778,0.0013362159674132875,0.002202781663689141,0.002209619475626737,0.0013241528587153559,0.001523179290735,-0.0,0.0012460882667212443,0.0017688112338875902,0.0008919993078508744,1
bacteria.firmicutes.clostridia.clostridiales.lachnospiraceae.shuttleworthia,0.011185631810508032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011185631810508032,0.003355689543152409,9
bacteria.proteobacteria.gammaproteobacteria.aeromonadales.succinivibrionaceae.unclassified,0.0020977653138145994,-0.0,0.0,0.0020409483201586686,0.0,0.002198487537958083,0.0020710442004779296,0.0,0.0,0.0,0.0008408245372409281,0.00103047570898242,6
bacteria.firmicutes.clostridia.clostridiales.lachnospiraceae,0.0068634915659621385,0.00142264823066545,0.016782750760639335,0.015946308278746154,0.0,0.039146530797109155,0.00197544891598112,0.0,0.02899931094278704,0.01831544766676157,0.012945193715865198,0.012736033299756389,2
bacteria.firmicutes.clostridia.clostridiales.ruminococcaceae,-0.0,-0.0,-0.02082001549112621,-0.0,-0.011838941466105004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0032658956957231215,0.006833541052303466,8
bacteria.actinobacteria.coriobacteriia.coriobacteriales.coriobacteriaceae,-0.0,-0.0,-0.0,-0.016204659601273454,-0.0018877198200886994,-0.0,-0.0006907847689441028,-0.0,-0.0,-0.0032188043173512777,-0.002200196850765753,0.0047810427933820945,6
bacteria.firmicutes.bacilli.lactobacillales.aerococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016511068305210326,0.00016511068305210326,0.0004953320491563097,9
bacteria.cyanobacteria.4c0d-2.ys2.unclassified,-0.0012293486631429753,-0.0,-0.0,-0.0004425266336156153,-0.0,-0.00018757702901559187,-0.0002057130839038458,-0.0005768409020763529,-6.32296510155266e-05,-0.0,-0.0002705235962769908,0.00037276590849802496,4
bacteria.cyanobacteria.chloroplast.streptophyta.unclassified,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00020770081497940182,-0.0,-0.0,-0.0,-0.0,-2.077008149794018e-05,6.231024449382054e-05,9
bacteria.tm7.tm7-3.ew055.unclassified,0.0007714780869942391,0.0001318502722251459,0.00036148156792645763,0.0018822911701201024,0.00020423150490941279,0.003590509712787643,0.00020273804991173736,0.0013460702307857622,-0.0,0.0017806727722337176,0.0010271323367894217,0.0010813656802099816,1
