,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
"Polyunsaturated Fatty Acid (n3 and n6), Lipid, dihomo-linoleate (20:2n6)",0.0,0.04053041067046212,0.0,0.0,0.0,0.00814420159694169,0.0,0.01603584063539513,0.01071362822646684,0.0,0.007542408112926578,0.01229671916409929,6
"Gamma-glutamyl Amino Acid, Peptide, gamma-glutamylhistidine",0.01674064318380272,0.0,0.0,0.0,0.022446646867703757,0.002374393693492403,0.0010370350354007801,0.0,0.0,0.0,0.004259871878039966,0.007806082197325257,6
"Gamma-glutamyl Amino Acid, Peptide, gamma-glutamylleucine",0.0009271910891261045,0.0,0.0,0.0,0.0,0.001313644383328129,0.0,0.0,0.0,0.004810146944314435,0.0007050982416768669,0.0014405284864709824,7
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, beta-hydroxyisovalerate",0.0,0.027822802902566043,0.0,0.0,0.0,0.0,0.012793624228907273,0.01418397519298299,0.0,0.0018816904514983666,0.005668209277595467,0.009062147258512987,6
"Sphingolipid Metabolism, Lipid, N-palmitoyl-sphingosine (d18:1/16:0)",0.04949005145559154,0.07916632545538461,0.04409617182126862,0.01802459067316717,0.014440616303294086,0.019373825228936922,0.051817356290014466,0.03321437468080351,0.0603953840912415,0.026212626665426647,0.03962313226651291,0.01998203750644154,0
"Phospholipid Metabolism, Lipid, 1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)",0.0,0.0,0.0,0.0,0.011768436519402941,0.0,0.008106042499784444,0.0,0.0,0.0,0.0019874479019187383,0.004058380606733633,8
"Primary Bile Acid Metabolism, Lipid, glycochenodeoxycholate",0.0133620683887705,0.027843081679954057,0.024103720769456386,0.03217728461491179,0.010477518974989835,0.033569055367075426,0.008679652435002268,0.006312765804344902,0.01757892911569825,0.039011776843574555,0.021311585399377796,0.011004985637353665,0
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, ethylmalonate",0.0,0.001989453728140729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019894537281407292,0.0005968361184422188,9
"Benzoate Metabolism, Xenobiotics, hippurate",-0.014666579205889827,-0.0,-0.0,-0.0,-0.0,-0.023103582398076198,-0.0,-0.008738502771542873,-0.0,-0.0,-0.00465086643755089,0.007803460192223868,7
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, 3-methyl-2-oxovalerate",0.027736671191956646,0.08408231102948589,0.0,0.013215053848155288,0.027415016809035058,0.00955998400429742,0.0,0.05285572652281241,0.04744085561188034,0.02651818585172242,0.02888238048693455,0.02502484726880305,2
"Aminosugar Metabolism, Carbohydrate, glucuronate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019176860562970747,0.0019176860562970747,0.005753058168891223,9
"Xanthine Metabolism, Xenobiotics, theobromine",0.0070814877756433725,0.02406409719835215,0.0,0.0059909349213502095,0.0,0.0,0.0,0.03267076475898547,0.0,0.005236353326688058,0.007504363798101927,0.010939666586676378,5
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism, Carbohydrate, 1,5-anhydroglucitol (1,5-AG)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006611779544655542,0.0006611779544655542,0.0019835338633966628,9
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",0.0024615220930601814,0.00813611978168416,0.0,0.0,0.0,0.0044919042534951855,0.0026369192672260617,0.0,0.0,0.0,0.0017726465395465588,0.0026069776680920755,6
"Lysolipid, Lipid, 1-stearoyl-GPI (18:0)",0.0,0.029015277277404213,0.0,0.0,0.0,0.020890774110769256,0.0,0.0,0.041988832118360075,0.0,0.009189488350653354,0.01482196282422718,7
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, alpha-hydroxyisocaproate",0.057547452506946456,0.055973761925143,0.0474849502849063,0.016444210838016986,0.03660882050544054,0.05070116480257421,0.0627821177614243,0.037160182621768734,0.028510465019784166,0.017562443194299178,0.04107755694603039,0.015655415682825413,0
"Fatty Acid, Dicarboxylate, Lipid, maleate",-0.0,-0.0,-0.0,-0.003470644198499597,-0.0,-0.008007184921280178,-0.0,-0.021146420466645326,-0.0,-0.0,-0.00326242495864251,0.006456758582760982,7
"Steroid, Lipid, dehydroepiandrosterone sulfate (DHEA-S)",-0.0069400621468302445,-0.0,-0.0,-0.0,-0.0,-0.03795284219044549,-0.0,-0.0,-0.026672199024489484,-0.0,-0.007156510336176522,0.012991660755341056,7
"Methionine, Cysteine, SAM and Taurine Metabolism, Amino Acid, cysteine s-sulfate",0.0,0.009291426533757368,0.0,0.0,0.0,0.0017484408550149848,0.0,0.0014592481394350842,0.0,0.005503259555003591,0.001800237508321103,0.0029898891694211233,6
"Ascorbate and Aldarate Metabolism, Cofactors and Vitamins, oxalate (ethanedioate)",0.016278755888563732,0.0036316273576985094,0.008403392323028235,0.005216090058119468,0.0010929290824618816,0.02193371687728868,0.0057028035750023645,0.0,0.011350464194292259,0.0,0.007360977935645513,0.0069123706711698716,2
"Chemical, Xenobiotics, iminodiacetate (IDA)",0.0,0.0,0.0,0.0,0.0,0.008610853065415496,0.0,0.007563206124844709,0.0,0.0,0.0016174059190260204,0.0032432831873282345,8
"Glycine, Serine and Threonine Metabolism, Amino Acid, N-acetylglycine",-0.04936695536991952,-0.0,-0.0,-0.0,-0.0,-0.0006805067129303035,-0.0,-0.0,-0.0,-0.0,-0.005004746208284982,0.014788794831860167,8
"Ascorbate and Aldarate Metabolism, Cofactors and Vitamins, threonate",-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.00793387849892715,-0.0,-0.0,-0.000793387849892715,0.0023801635496781453,9
"Monoacylglycerol, Lipid, 1-linoleoylglycerol (18:2)",0.07523261135439152,0.049760898848710586,0.052567642174019616,0.054746872728196144,0.0576526642155936,0.06544981872287253,0.055282782441459045,0.06209713787788979,0.029331447589249333,0.056512229432228035,0.055863410538461014,0.011239121384650547,0
"Histidine Metabolism, Amino Acid, 1-methylhistidine",0.0,0.02779666660522549,0.0,0.0,0.0,0.010869088212858655,0.0,0.0,0.0014916971179942705,0.0,0.004015745193607841,0.008554266880527801,7
"Phenylalanine and Tyrosine Metabolism, Amino Acid, N-acetyltyrosine",0.06368893965912749,0.10254818497464548,0.07785961314580182,0.07345539516109471,0.06477344539164111,0.05371088010334998,0.027924564547358907,0.10280097531433517,0.07637086270066586,0.11086518889121043,0.0753998049889231,0.023939085755213155,0
"Vitamin B6 Metabolism, Cofactors and Vitamins, pyridoxate",0.0,0.0012947628859364265,0.0,0.0,0.0,0.025537910767246305,0.0,0.0,0.0,0.0,0.002683267365318273,0.007627988330803952,8
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, 3-hydroxy-2-ethylpropionate",-0.0036672577172708,-0.014723015221966416,-0.006057360248530431,-0.015587338475005588,-0.008414037794218112,-0.042002447469875775,-0.015375893217171935,-0.03967013310683662,-0.045521117053305166,-0.0,-0.019101860030418083,0.01605731422209856,1
"Fatty Acid, Dicarboxylate, Lipid, 3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.0,0.0,0.002054686576064231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002054686576064231,0.0006164059728192694,9
"Medium Chain Fatty Acid, Lipid, 10-undecenoate (11:1n1)",0.014407197243743406,0.0022914347556773807,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0016698631999420787,0.004300390384540058,8
"Polyunsaturated Fatty Acid (n3 and n6), Lipid, stearidonate (18:4n3)",0.011313468957972812,0.020385304067896945,0.0,0.0,0.0,0.0,0.0,0.0,0.006587872191310947,0.0,0.0038286645217180705,0.00663602698618723,7
"Tryptophan Metabolism, Amino Acid, N-acetyltryptophan",0.0,0.03213576745719327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003213576745719327,0.009640730237157983,9
"Steroid, Lipid, epiandrosterone sulfate",0.0,0.0,0.002150721058473355,0.0,0.0,0.002493952765801202,0.0,0.0,0.0007314650423413104,0.0,0.0005376138866615868,0.0009214204071031753,7
"Long Chain Fatty Acid, Lipid, eicosenoate (20:1)",-0.03726611505122154,-0.0022271971188138075,-0.0,-0.0,-0.0,-0.06024548094640618,-0.0,-0.007409786233915179,-0.04940875359784621,-0.0,-0.01565573329482029,0.0225130000813314,5
"Lysolipid, Lipid, 1-myristoyl-GPC (14:0)",0.007342601969615323,0.06307969362866236,0.0,0.007944634723666875,0.007791338920117604,0.011135535552068568,0.0,0.0,0.018911809441139404,0.0,0.011620561423527014,0.01813302496943202,4
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, isovalerylcarnitine (C5)",0.0,0.0,0.0,0.02632759075008054,0.0,0.0,0.0,0.0,0.0,0.0,0.002632759075008054,0.007898277225024163,9
"Purine Metabolism, Guanine containing, Nucleotide, N2,N2-dimethylguanosine",0.0,0.04085409796421751,0.0,0.02477236720037789,0.0,0.010525543208869113,0.0,0.0,0.02701253706674255,0.0,0.010316454544020706,0.014348865363559922,6
"Pyrimidine Metabolism, Uracil containing, Nucleotide, 5,6-dihydrouridine",0.0,0.0,0.006674823420949779,0.0,0.0,0.018302184312976977,0.021727883124524287,0.0007761165852262147,0.0,0.0347344105490706,0.008221541799274788,0.011759116722666942,5
"Gamma-glutamyl Amino Acid, Peptide, gamma-glutamylisoleucine*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000809997005724592,0.0,8.09997005724592e-05,0.00024299910171737759,9
"Phenylalanine and Tyrosine Metabolism, Amino Acid, phenol sulfate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0007036436490941892,7.036436490941892e-05,0.00021109309472825677,9
"Leucine, Isoleucine and Valine Metabolism, Amino Acid, 2-hydroxy-3-methylvalerate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725231070057907,0.0005725231070057908,0.0017175693210173721,9
"Lysolipid, Lipid, 2-linoleoyl-GPC (18:2)*",0.03427483971309201,0.03477926293534921,0.030262916265886886,0.0,0.021840993130063113,0.04725256589322584,0.00818527714538326,0.0,0.05904381844023276,0.04228218325160326,0.027792185677483632,0.01904452221547261,2
"Lysolipid, Lipid, 1-palmitoyl-GPE (16:0)",0.0,0.0,0.0,0.0,0.0,0.0056412612381946505,0.0,0.008378425648980652,0.0,0.0,0.0014019686887175302,0.002869959628141323,8
"Lysolipid, Lipid, 1-oleoyl-GPE (18:1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.011780653245811195,0.0,0.0011780653245811194,0.0035341959737433585,9
"Lysolipid, Lipid, 1-arachidonoyl-GPE (20:4n6)*",0.0,0.0012523213816265479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001252321381626548,0.00037569641448796437,9
"Fatty Acid, Monohydroxy, Lipid, 2-hydroxypalmitate",0.0,0.025455248741129356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025455248741129356,0.0076365746223388065,9
"Lysolipid, Lipid, 2-oleoyl-GPE (18:1)*",-0.020677163226541614,-0.0,-0.0,-0.0,-0.0,-0.022248822950996026,-0.0,-0.01045418325755252,-0.005574187482856725,-0.00962929150602145,-0.006858364842396833,0.008278093302639369,5
"Lysolipid, Lipid, 1-palmitoyl-GPI (16:0)",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0033298709852624233,-0.0,-0.0,-0.0003329870985262423,0.000998961295578727,9
"Histidine Metabolism, Amino Acid, 1-ribosyl-imidazoleacetate*",0.00858188695777115,0.0,0.0,0.0,0.0,0.0,0.0,0.01748920762888144,0.0,0.0,0.0026071094586652592,0.005581675106520163,8
"Lysine Metabolism, Amino Acid, N6-acetyllysine",0.0,0.003996755494261566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003996755494261566,0.00119902664827847,9
"Polyunsaturated Fatty Acid (n3 and n6), Lipid, dihomo-linolenate (20:3n3 or n6)",-0.0,0.014740000632712524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014740000632712524,0.004422000189813757,9
"Lysolipid, Lipid, 1-linoleoyl-GPI (18:2)*",0.0,0.035469161466827125,0.006183076252258531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004165223771908566,0.010596230256088128,8
"Phospholipid Metabolism, Lipid, 1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)",0.005688382036392595,0.0,0.009806424512773247,0.0,0.0,0.010046762360028947,0.0,0.016568071553528154,0.0,0.0008576103849269912,0.004296725084764993,0.005657553463028382,5
"Sphingolipid Metabolism, Lipid, sphinganine-1-phosphate",0.0,0.037901293939041236,0.006754827176643669,0.0,0.0,0.008415242157258317,0.0,0.0,0.0,0.0033709517763815767,0.005644231504932479,0.011161280822876882,6
"Steroid, Lipid, 5alpha-androstan-3beta,17beta-diol disulfate",0.012910434481492542,0.000600259991815332,0.0,0.0,5.34960010678904e-05,0.039472550916026826,0.0,0.023553520301402047,0.0,0.009567478114547081,0.008615773980635172,0.012763675455785226,4
"Steroid, Lipid, androstenediol (3beta,17beta) disulfate (2)",0.0,0.0013693756752514877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013693756752514876,0.0004108127025754463,9
"Steroid, Lipid, androstenediol (3alpha, 17alpha) monosulfate (3)",0.040835547581819336,0.0,0.014937753191367456,0.048900064242806934,0.02461133498949513,0.011370240000196843,0.036799647371611066,0.007210436298753792,0.0,0.03888678746218768,0.022355181113823824,0.01713983756747747,2
"Steroid, Lipid, androstenediol (3beta,17beta) monosulfate (1)",0.020608364730394693,0.0026549366853127615,0.010708629632843723,0.0,0.0,0.0,0.005727606494405006,0.0,0.05064470474269174,0.021930810717864572,0.011227505300351248,0.015376967955208974,4
"Steroid, Lipid, pregnenolone sulfate",-0.0,-0.0,-0.0,-0.0,-0.0,-0.005900340273038278,-0.0,-0.0,-0.0053696846463615906,-0.0,-0.0011270024919399868,0.002257126101276121,8
"Food Component/Plant, Xenobiotics, ergothioneine",0.0,5.633064494626128e-05,0.0,0.0,0.0,0.020609665283227822,0.03544736719191413,0.0,0.01220135899203755,0.00930637411822749,0.007762109623035325,0.011464098828723741,5
"Androgenic Steroids, Lipid, androsterone glucuronide",-0.0,-0.011950581954297216,-0.0,-0.0,-0.0,-0.007068125282447304,-0.0,-0.01119398914043913,-0.0,-0.0,-0.003021269637718365,0.004762347054688745,7
"Lysoplasmalogen, Lipid, 1-(1-enyl-palmitoyl)-GPC (P-16:0)*",0.0,0.0,0.0,0.0,0.0,0.004302332561062654,0.0,0.0,0.0,0.0,0.00043023325610626534,0.0012906997683187961,9
"Dipeptide, Peptide, phenylalanyltryptophan",0.04472946599519977,0.07412990066127637,0.04964873102200131,0.034746993334165456,0.04352298946390809,0.05693499560742919,0.0,0.047737631821225604,0.0042820273467625665,0.036798414811805,0.03925311500637734,0.021324708393175212,1
"Fatty Acid Metabolism(Acyl Glycine), Lipid, N-palmitoylglycine",0.0,0.0,0.0,0.0,0.0,0.021698639669374794,0.0,0.0,0.0,0.0,0.0021698639669374795,0.006509591900812438,9
"Fatty Acid Metabolism(Acyl Carnitine), Lipid, margaroylcarnitine (C17)*",0.033328766870705705,0.02190640749584531,0.0409716410586003,0.018200511879281435,0.0,0.04859631843764096,0.02605821641043503,0.06046700944499647,0.057282958696311226,0.04836387222759641,0.035517570252141285,0.01817401155853638,1
"Benzoate Metabolism, Xenobiotics, 4-methylcatechol sulfate",0.07525739389438194,0.03402668139602645,0.04047008846549546,0.0,0.011762421156603088,0.023858136696527695,0.010488273014215276,0.03173182886306843,0.018498952932866124,0.00848843035541848,0.025458220677460293,0.020534973152662457,1
"Benzoate Metabolism, Xenobiotics, guaiacol sulfate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005672076778739046,0.0,0.0,5.672076778739046e-05,0.0001701623033621714,9
"Food Component/Plant, Xenobiotics, 2-piperidinone",0.0,0.009055814159832613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009055814159832613,0.002716744247949784,9
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:2/16:0, d18:1/16:1)*",0.00042014825925601386,0.0,0.0,0.0,0.0,0.0,0.0,0.0012983201111355566,0.0,0.0,0.00017184683703915706,0.00039583409614777715,8
"Lysolipid, Lipid, 1-eicosapentaenoyl-GPE (20:5)*",0.03561359455231339,0.042545808456928756,0.03799141860049845,0.04206920637505702,0.049473626927592856,0.058839918623726804,0.08934516030036775,0.018366130729344614,0.02304142309775931,0.03650744625806856,0.04337937339216575,0.01888726716670581,0
"Lysolipid, Lipid, 1-docosapentaenoyl-GPC (22:5n6)*",-0.012472387194340868,-0.023378082157005254,-0.015802945419950528,-0.014202306740285586,-0.0,-0.044081209907726876,-0.0,-0.031502917506453926,-0.0,-0.007724698225845767,-0.01491645471516088,0.01387005910834483,3
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:2/14:0, d18:1/14:1)*",0.009856403687024997,0.0,0.0,0.0,0.013454607050660948,0.017737548794910366,0.0,0.006675331939805177,0.010739943430215558,0.03143478546787165,0.00898986203704887,0.00965749328827789,4
"Fatty Acid Metabolism(Acyl Carnitine), Lipid, myristoleoylcarnitine (C14:1)*",0.0,0.001321458947755608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001321458947755608,0.0003964376843266823,9
"Dipeptide, Peptide, cyclo(pro-val)",0.021800483604275826,0.0,0.029889806662663394,0.02427433764754071,0.050324257501178984,0.006633143664132645,0.027893388258589537,0.0008286181363171772,0.03607601637727791,0.04632064489140356,0.024404069674337975,0.01674711089866687,1
"Chemical, Xenobiotics, 4-hydroxychlorothalonil",0.0,0.03357247415124913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003357247415124913,0.010071742245374738,9
"Chemical, Xenobiotics, 3-hydroxypyridine sulfate",0.0,0.0,0.0,0.0004571709234796887,0.0,0.010284385300106873,0.0,0.0,0.0,0.0,0.0010741556223586562,0.0030731007670410436,8
"Pentose Metabolism, Carbohydrate, arabonate/xylonate",0.06786251604804906,0.08812531826021905,0.07796945873412513,0.06450152991863668,0.08183576462126713,0.07638956937204747,0.04477452292059506,0.09814822128827957,0.05794813286367401,0.05327927003651217,0.07108343040634053,0.015650854671445696,0
"Chemical, Xenobiotics, 6-hydroxyindole sulfate",0.0,0.0,0.0,0.0,0.00047686289770765126,0.0,0.0,0.0,0.0,0.0,4.7686289770765126e-05,0.00014305886931229538,9
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",0.0,0.015480124480240854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015480124480240854,0.004644037344072256,9
"Sphingolipid Metabolism, Lipid, behenoyl sphingomyelin (d18:1/22:0)*",0.0,0.012657950466739475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012657950466739474,0.0037973851400218426,9
"Sphingolipid Metabolism, Lipid, sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",0.0,0.0,0.0,0.0010056547542485503,0.0,0.0,0.0,0.0,0.0,0.0,0.00010056547542485503,0.0003016964262745651,9
