,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
"Lysolipid, Lipid, 1-eicosapentaenoyl-GPC (20:5)*",0.036450511878470614,0.028049114649990856,0.0,0.04387446309778173,0.028013670824448642,0.06565799879048513,0.0,0.025311570142241436,0.02248052465436642,0.01366577278099241,0.026350362681877727,0.0187762789232567,2
"Dipeptide, Peptide, cyclo(pro-val)",0.0,0.0,0.0,0.0,0.01584587866611466,0.0,0.0,0.008029073641128473,0.022300887867666305,0.003143724783107599,0.004931956495801704,0.007612677260131528,6
"Sphingolipid Metabolism, Lipid, behenoyl sphingomyelin (d18:1/22:0)*",0.06273232656287506,0.07075861585161558,0.037779221314753725,0.025709814431345956,0.035072998056331704,0.04688731509382924,0.04854359847494091,0.04793529404672907,0.03819583616560829,0.06271961547869537,0.04763346354767249,0.01347739990796513,0
"Phospholipid Metabolism, Lipid, 1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*",0.0515488696615989,0.04844547858349113,0.061536855273818296,0.0404071018662183,0.02940239330893384,0.01419112716763806,0.08726718814782694,0.0776015239239172,0.06232394575180556,0.0702818055162402,0.05430062892014884,0.021131586905325423,0
"Sphingolipid Metabolism, Lipid, myristoyl dihydrosphingomyelin (d18:0/14:0)*",0.012698210028106746,0.0,0.017816656488918173,0.012586834924195482,0.03511781576452326,0.0023352027773269894,0.0,0.02535044156133504,0.04082506945448622,0.0,0.014673023099889191,0.01425543920850098,3
"Phospholipid Metabolism, Lipid, 1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*",0.0,0.0,0.0,0.0,0.015995070894206424,0.0,0.0,0.0,0.027591459601484587,0.0,0.004358653049569101,0.009094791761144756,8
"Phospholipid Metabolism, Lipid, 1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*",0.025297163307957258,0.038620430453151854,0.028855816014909896,0.03567290272350103,0.024594249930090042,0.009124994566306612,0.03530655029368853,0.0,0.0124486411747831,0.055763958300634714,0.026568470676502302,0.01541799191559756,1
"Fatty Acid Metabolism(Acyl Carnitine), Lipid, (S)-3-hydroxybutyrylcarnitine",-0.0,-0.0,-0.0,-0.0055313746615694385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005531374661569439,0.0016594123984708313,9
"Plasmalogen, Lipid, 1-(1-enyl-stearoyl)-2-dihomo-linolenoyl-GPE (P-18:0/20:3)*",0.0,0.004441453850961177,0.0,0.04002317064001616,0.0,0.0,0.013668644241619697,0.0,0.004727487395651858,0.0,0.006286075612824888,0.011981711925966849,6
"Phospholipid Metabolism, Lipid, 1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*",-0.0008535182996650851,-0.017912922029725508,-0.0,-0.0012101920980275562,-0.0,-0.046594053187877106,-0.0,-0.028365788802084527,-0.001970441121218844,-0.0,-0.009690691553859864,0.015373604688477854,4
"Polyamine Metabolism, Amino Acid, (N(1) + N(8))-acetylspermidine",-0.0,-0.01082700990470241,-0.017787028395923936,-0.0,-0.0,-0.006717215748516142,-0.0,-0.0,-0.0,-0.0,-0.0035331254049142486,0.0059488970303539215,7
"Fatty Acid, Dicarboxylate, Lipid, 3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010236777434900554,0.0010236777434900553,0.0030710332304701663,9
